0,0,-2.46063,-2.214567,-1.968504,-1.722441,-1.476378,-1.230315,-0.984252,-0.738189,-0.492126,-0.246063,0,0.246063,0.492126,0.738189,0.984252,1.230315,1.476378,1.722441,1.968504,2.214567,2.46063
0,0,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09,9.883884E-09
0.2481584,1,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08
0.4963168,2,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08
0.7444752,3,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08
0.9926336,4,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08,1.054142E-08
1.240792,5,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08
1.48895,6,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08,1.043183E-08
1.737109,7,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08,1.037704E-08
1.985267,8,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08,1.032224E-08
2.233426,9,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08,1.028571E-08
